S.No.,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,depreciation_rate,car_age
3584,Jeep Compass 2.0 Longitude,Kochi,2018,42203,Diesel,Manual,First,17.1,1956 CC,170 bhp,5.0,2172000.0,19.46,99.99910405156538,7
3587,Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Kolkata,2018,4900,Diesel,Manual,First,21.5,1497 CC,108.5 bhp,5.0,1147000.0,9.22,99.99919616390585,7
3603,Renault KWID RXT Optional,Pune,2018,5000,Petrol,Manual,First,25.17,799 CC,53.3 bhp,5.0,490000.00000000006,3.5,99.99928571428572,7
3640,Toyota Fortuner 2.8 4WD MT,Kochi,2011,169006,Diesel,Manual,First,14.24,2755 CC,174.5 bhp,7.0,3669000.0,10.64,99.99971000272554,14
3648,Honda Jazz V CVT,Mumbai,2017,17978,Petrol,Automatic,First,19.0,1199 CC,88.7 bhp,5.0,1010000.0,6.95,99.99931188118812,8
3651,Maruti S-Cross Alpha DDiS 200 SH,Kolkata,2016,45296,Diesel,Manual,First,25.1,1248 CC,88.5 bhp,5.0,1253000.0,6.99,99.99944213886673,9
3662,Tata Hexa XT,Pune,2017,39800,Diesel,Manual,First,17.6,2179 CC,153.86 bhp,7.0,2087000.0,14.25,99.99931720172496,8
3674,Maruti Eeco 7 Seater Standard,Coimbatore,2016,42225,Petrol,Manual,First,15.1,1196 CC,73 bhp,7.0,498000.00000000006,4.3,99.99913654618474,9
3682,Maruti Ignis 1.2 Delta,Kochi,2019,12076,Petrol,Manual,First,20.89,1197 CC,81.80 bhp,5.0,590000.0,5.5,99.99906779661018,6
3687,Volkswagen Polo GT TSI,Coimbatore,2017,50534,Petrol,Automatic,First,17.21,1197 CC,103.5 bhp,5.0,1166000.0,8.27,99.99929073756432,8
3697,BMW 5 Series 520d Luxury Line,Ahmedabad,2010,46000,Diesel,Automatic,First,22.48,1995 CC,190 bhp,5.0,6371000.0,16.5,99.99974101396954,15
3705,Mercedes-Benz GLC 220d 4MATIC Style,Coimbatore,2019,29311,Diesel,Automatic,First,17.9,2143 CC,170 bhp,5.0,6456999.999999999,50.97,99.99921062412885,6
3706,BMW 3 Series Luxury Line,Mumbai,2016,31000,Diesel,Automatic,First,21.76,1995 CC,190 bhp,5.0,6088000.0,29.95,99.99950804862023,9
3719,Ford EcoSport 1.5 Petrol Titanium Plus AT,Pune,2017,14000,Petrol,Automatic,First,14.8,1497 CC,121.36 bhp,5.0,1323000.0,9.99,99.99924489795919,8
3726,Maruti Vitara Brezza ZDi Plus Dual Tone,Ahmedabad,2017,33000,Diesel,Manual,First,24.3,1248 CC,88.5 bhp,5.0,1106000.0,9.25,99.99916365280289,8
3731,Nissan Terrano XV D Pre,Mumbai,2013,60000,Diesel,Manual,Second,19.64,1461 CC,108.5 bhp,5.0,1721000.0,5.45,99.99968332364905,12
3732,Maruti Celerio ZXI AMT,Coimbatore,2017,35225,Petrol,Automatic,First,23.1,998 CC,67.04 bhp,5.0,656000.0,5.25,99.99919969512196,8
3735,BMW 3 Series 320d,Hyderabad,2010,80000,Diesel,Automatic,First,22.69,1995 CC,190 bhp,5.0,4720000.0,14.2,99.99969915254236,15
3738,Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2016,29091,Petrol,Manual,First,18.9,1197 CC,81.86 bhp,5.0,682000.0,4.87,99.99928592375366,9
3745,Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2017,26927,Diesel,Manual,First,24.3,1248 CC,88.5 bhp,5.0,1256000.0,11.39,99.99909315286625,8
3747,Maruti Vitara Brezza ZDi,Delhi,2016,35299,Diesel,Manual,First,24.3,1248 CC,88.5 bhp,5.0,1014000.0,8.0,99.99921104536489,9
3759,Maruti Alto K10 VXI,Mumbai,2017,12000,Petrol,Manual,First,24.07,998 CC,67.1 bhp,5.0,482000.0,3.25,99.99932572614108,8
3774,Maruti Ciaz Zeta,Kochi,2018,10575,Petrol,Manual,First,21.56,1462 CC,103.25 bhp,5.0,1111000.0,9.18,99.99917371737175,7
3777,Maruti Wagon R VXI 1.2,Kochi,2015,49818,Petrol,Manual,First,21.5,1197 CC,81.80 bhp,5.0,544000.0,4.11,99.99924448529413,10
3784,Toyota Innova Crysta 2.8 ZX AT,Kochi,2017,26023,Diesel,Automatic,First,11.36,2755 CC,171.5 bhp,7.0,2655000.0,19.97,99.99924783427494,8
3786,Maruti Swift VDI,Pune,2014,115000,Diesel,Manual,First,28.4,1248 CC,74 bhp,5.0,826000.0,4.5,99.99945520581115,11
3793,Tata Zest Quadrajet 1.3 XT,Bangalore,2017,27768,Diesel,Manual,First,20.65,1248 CC,88.7 bhp,5.0,1006000.0,5.85,99.9994184890656,8
3820,Maruti Alto K10 VXI,Chennai,2011,28300,Petrol,Manual,First,24.07,998 CC,67.1 bhp,5.0,450000.0,2.15,99.99952222222221,14
3836,Audi A6 35 TFSI Matrix,Delhi,2018,22000,Petrol,Automatic,First,15.26,1798 CC,187.74 bhp,5.0,5697000.0,41.5,99.99927154642795,7
3838,Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2018,28741,Diesel,Manual,First,24.3,1248 CC,88.5 bhp,5.0,1256000.0,11.0,99.99912420382165,7
3841,Hyundai Verna VTVT 1.6 SX,Kolkata,2018,5000,Petrol,Manual,First,17.0,1591 CC,121.3 bhp,5.0,1119000.0,8.7,99.99922252010724,7
3842,Maruti Ertiga ZDI Plus,Hyderabad,2016,42000,Diesel,Manual,First,25.47,1248 CC,88.50 bhp,7.0,1333000.0,9.9,99.99925731432859,9
3845,Hyundai Verna VTVT 1.6 SX,Kochi,2012,32542,Petrol,Manual,First,17.0,1591 CC,121.3 bhp,5.0,1167000.0,5.77,99.99950556983718,13
3852,BMW 3 Series 320d,Kochi,2012,55598,Diesel,Automatic,First,22.69,1995 CC,190 bhp,5.0,4787000.0,11.5,99.99975976603301,13
3889,Maruti Dzire VDI,Jaipur,2013,77084,Diesel,Manual,First,28.4,1248 CC,73.75 bhp,5.0,875000.0,4.95,99.9994342857143,12
3907,Toyota Innova Crysta 2.8 GX AT 8S,Chennai,2016,40000,Diesel,Automatic,First,11.36,2755 CC,171.5 bhp,8.0,2110000.0,16.45,99.99922037914692,9
3910,Maruti Baleno Alpha Diesel,Mumbai,2018,2000,Diesel,Manual,First,27.39,1248 CC,74 bhp,5.0,1027999.9999999999,8.7,99.99915369649806,7
3911,Skoda Superb Style 1.8 TSI AT,Mumbai,2016,14500,Petrol,Automatic,First,14.67,1798 CC,177.46 bhp,5.0,3336000.0,20.75,99.99937799760193,9
3927,Maruti Ciaz Alpha,Mumbai,2017,19416,Petrol,Manual,First,21.56,1462 CC,103.25 bhp,5.0,1156000.0,8.25,99.99928633217992,8
3935,Toyota Innova Crysta 2.8 ZX AT,Pune,2016,50296,Diesel,Automatic,Second,11.36,2755 CC,171.5 bhp,7.0,2707000.0,19.0,99.99929811599557,9
3943,Jeep Compass 2.0 Longitude,Kochi,2018,26101,Diesel,Manual,First,17.1,1956 CC,170 bhp,5.0,2138000.0,17.55,99.9991791393826,7
3944,Maruti Alto K10 LXI Optional,Pune,2016,7000,Petrol,Manual,First,24.07,998 CC,67.1 bhp,5.0,436000.00000000006,3.0,99.9993119266055,9
3953,Honda Jazz Exclusive CVT,Mumbai,2018,3000,Petrol,Automatic,First,19.0,1199 CC,88.7 bhp,5.0,1081000.0,8.25,99.99923681776133,7
3964,Nissan Sunny XE P,Coimbatore,2012,50297,Petrol,Manual,First,16.95,1498 CC,97.6 bhp,5.0,855000.0000000001,4.69,99.99945146198831,13
4022,Toyota Corolla Altis 1.8 GL,Chennai,2009,32000,Petrol,Manual,Second,14.28,1798 CC,138.03 bhp,5.0,2266000.0,4.95,99.99978155339805,16
4026,Maruti Alto K10 VXI,Jaipur,2016,51264,Petrol,Manual,First,24.07,998 CC,67.1 bhp,5.0,424000.0,3.2,99.99924528301887,9
4028,Mercedes-Benz CLA 200 CGI Sport,Delhi,2016,40000,Petrol,Automatic,First,15.04,1991 CC,183 bhp,5.0,4102000.0000000005,24.5,99.99940273037544,9
4034,Hyundai Creta 1.6 SX Automatic Diesel,Kolkata,2018,14000,Diesel,Automatic,First,17.6,1582 CC,126.2 bhp,5.0,1700000.0,11.25,99.99933823529412,7
4069,BMW 5 Series 520d Luxury Line,Coimbatore,2014,60280,Diesel,Automatic,First,22.48,1995 CC,190 bhp,5.0,6371000.0,22.45,99.99964762203736,11
4083,Maruti Baleno RS Petrol,Coimbatore,2018,26731,Petrol,Manual,First,21.1,998 CC,100 bhp,5.0,1089000.0,8.61,99.99920936639117,7
4096,Toyota Camry Hybrid 2.5,Coimbatore,2017,23249,Petrol,Automatic,First,19.16,2487 CC,175.67 bhp,5.0,4061999.9999999995,26.11,99.99935721319547,8
4099,Hyundai Grand i10 1.2 Kappa Asta,Delhi,2018,10000,Petrol,Manual,First,18.9,1197 CC,81.86 bhp,5.0,754000.0,6.5,99.99913793103448,7
4104,Skoda Superb Style 1.8 TSI AT,Coimbatore,2016,54253,Petrol,Automatic,First,14.67,1798 CC,177.46 bhp,5.0,3019000.0,16.81,99.99944319311031,9
4119,Maruti Wagon R VXI,Pune,2014,38958,Petrol,Manual,First,22.5,998 CC,67.04 bhp,5.0,556000.0,3.41,99.99938669064747,11
4125,Datsun redi-GO S,Chennai,2016,26239,Petrol,Manual,First,22.7,799 CC,53 bhp,5.0,443000.0,2.75,99.99937923250565,9
4131,Toyota Fortuner 2.8 2WD MT,Coimbatore,2019,56251,Diesel,Manual,First,14.24,2755 CC,174.5 bhp,7.0,3717000.0,35.82,99.9990363196126,6
4134,Honda BR-V i-VTEC S MT,Bangalore,2016,34004,Petrol,Manual,First,15.4,1497 CC,117.3 bhp,7.0,1290000.0,8.02,99.99937829457363,9
4141,Maruti Wagon R CNG LXI,Mumbai,2014,47200,CNG,Manual,First,33.54,998 CC,67.04 bhp,5.0,558000.0,2.85,99.99948924731183,11
4147,Maruti Dzire VDI,Kochi,2017,54758,Diesel,Manual,First,28.4,1248 CC,73.75 bhp,5.0,858000.0,6.67,99.9992226107226,8
4163,Toyota Innova Crysta 2.8 ZX AT,Bangalore,2017,53841,Diesel,Automatic,First,11.36,2755 CC,171.5 bhp,7.0,2805000.0,20.5,99.99926916221034,8
4164,Hyundai Creta 1.6 SX Option,Kochi,2017,47183,Petrol,Manual,Second,15.8,1591 CC,121.3 bhp,5.0,1586000.0,11.31,99.9992868852459,8
4169,Datsun redi-GO T Option,Kochi,2018,6279,Petrol,Manual,First,22.7,799 CC,53.64 bhp,5.0,405000.0,3.6,99.99911111111112,7
4180,Hyundai Creta 1.6 SX Option Diesel,Coimbatore,2017,101065,Diesel,Manual,First,20.5,1582 CC,126.2 bhp,5.0,1918000.0,11.45,99.99940302398332,8
4181,Maruti Baleno Delta,Kochi,2017,15134,Petrol,Manual,First,21.4,1197 CC,83.1 bhp,5.0,736000.0,6.37,99.99913451086957,8
4188,Maruti Ertiga VDI,Chennai,2016,86000,Diesel,Manual,Second,25.47,1248 CC,88.50 bhp,7.0,1099000.0,8.2,99.99925386715196,9
4205,Honda City i-DTEC SV,Kolkata,2015,39000,Diesel,Manual,First,25.6,1498 CC,98.6 bhp,5.0,1223000.0,5.49,99.999551103843,10
4208,Volkswagen Vento 1.6 Highline,Jaipur,2016,33000,Petrol,Manual,First,16.09,1598 CC,103.5 bhp,5.0,1163000.0,7.7,99.99933791917456,9
4220,Hyundai Verna VTVT 1.6 SX,Bangalore,2014,46676,Petrol,Manual,First,17.0,1591 CC,121.3 bhp,5.0,1227000.0,7.75,99.99936837815811,11
4221,Maruti Alto K10 LXI,Kochi,2014,51349,Petrol,Manual,First,24.07,998 CC,67.1 bhp,5.0,391000.0,2.93,99.99925063938619,11
4233,Audi Q3 30 TDI Premium FWD,Coimbatore,2018,22060,Diesel,Automatic,First,18.51,1968 CC,147.51 bhp,5.0,4480000.0,32.73,99.99926941964284,7
4236,Audi A4 35 TDI Premium Plus,Kochi,2015,13506,Diesel,Automatic,First,18.25,1968 CC,187.74 bhp,5.0,5040000.0,21.66,99.99957023809523,10
4237,Renault KWID RXT Optional,Mumbai,2016,16000,Petrol,Manual,First,25.17,799 CC,53.3 bhp,5.0,478000.0,2.99,99.99937447698744,9
4253,Honda Amaze S Petrol,Kolkata,2013,32576,Petrol,Manual,First,19.5,1199 CC,88.76 bhp,5.0,736000.0,3.15,99.99957201086957,12
4265,Datsun redi-GO T Option,Coimbatore,2017,27509,Petrol,Manual,First,22.7,799 CC,53.64 bhp,5.0,404000.0,3.31,99.9991806930693,8
4273,Skoda Superb Style 1.8 TSI AT,Mumbai,2016,53000,Petrol,Automatic,First,14.67,1798 CC,177.46 bhp,5.0,3336000.0,17.85,99.99946492805755,9
4284,Toyota Innova Crysta 2.8 ZX AT,Delhi,2016,42000,Diesel,Automatic,First,11.36,2755 CC,171.5 bhp,7.0,2655000.0,19.6,99.99926177024481,9
4300,Maruti Wagon R VXI AMT,Mumbai,2018,1997,Petrol,Automatic,First,22.5,998 CC,67 bhp,5.0,614000.0,4.45,99.99927524429968,7
4301,Maruti Vitara Brezza ZDi Plus Dual Tone,Pune,2016,47300,Diesel,Manual,First,24.3,1248 CC,88.5 bhp,5.0,1196000.0,8.85,99.9992600334448,9
4308,Maruti Ertiga VDI,Coimbatore,2014,53817,Diesel,Manual,First,25.47,1248 CC,88.50 bhp,7.0,1144000.0,7.56,99.99933916083916,11
4318,Toyota Innova Crysta 2.8 ZX AT,Ahmedabad,2016,42388,Diesel,Automatic,First,11.36,2755 CC,171.5 bhp,7.0,2463000.0,18.0,99.99926918392205,9
4327,BMW X1 xDrive 20d M Sport,Kolkata,2017,27001,Diesel,Automatic,First,20.68,1995 CC,190 bhp,5.0,5026000.0,29.0,99.99942300039794,8
4334,Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2017,38712,Petrol,Manual,First,18.9,1197 CC,81.86 bhp,5.0,745000.0,5.87,99.99921208053692,8
4346,Maruti Swift ZXI Plus,Ahmedabad,2018,2000,Petrol,Manual,First,22.0,1197 CC,81.80 bhp,5.0,816000.0,7.75,99.99905024509805,7
4350,Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,2019,31271,Diesel,Manual,First,13.68,2393 CC,147.8 bhp,8.0,2401000.0,21.42,99.99910787172011,6
4361,Skoda Rapid 1.5 TDI Ambition,Mumbai,2012,54500,Diesel,Manual,First,21.13,1498 CC,108.4 bhp,5.0,1372000.0,4.1,99.99970116618076,13
4373,Toyota Innova Crysta 2.4 ZX MT,Ahmedabad,2016,54000,Diesel,Manual,First,13.68,2393 CC,147.8 bhp,7.0,2314000.0,16.5,99.99928694900605,9
4401,Tata Tiago 1.2 Revotron XZ WO Alloy,Hyderabad,2017,16500,Petrol,Manual,First,23.84,1199 CC,84 bhp,5.0,629000.0,5.0,99.99920508744037,8
4403,Honda Amaze V Petrol,Jaipur,2018,6000,Petrol,Manual,First,19.5,1199 CC,86.76 bhp,5.0,818000.0,6.7,99.99918092909536,7
4408,Maruti Wagon R LXI,Mumbai,2010,12000,Petrol,Manual,First,22.5,998 CC,67.04 bhp,5.0,504000.0,2.45,99.99951388888888,15
4444,Hyundai Grand i10 1.2 Kappa Magna,Kolkata,2018,4500,Petrol,Manual,First,18.9,1197 CC,81.86 bhp,5.0,640000.0,4.8,99.99924999999999,7
4447,Hyundai Grand i10 1.2 Kappa Asta,Kochi,2017,51223,Petrol,Manual,First,18.9,1197 CC,81.86 bhp,5.0,748000.0,5.66,99.99924331550801,8
4451,Ford Mustang V8,Kochi,2018,21290,Petrol,Automatic,First,13.0,4951 CC,395 bhp,4.0,8392000.0,56.8,99.99932316491896,7
4452,Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14076,Diesel,Automatic,First,11.36,2755 CC,171.5 bhp,7.0,2073999.9999999998,19.4,99.99906460945034,6
4463,Hyundai Grand i10 1.2 Kappa Asta,Hyderabad,2017,22500,Petrol,Manual,First,18.9,1197 CC,81.86 bhp,5.0,782000.0,5.99,99.99923401534528,8
4470,Honda Amaze S Diesel,Kolkata,2013,46500,Diesel,Manual,First,27.4,1498 CC,98.6 bhp,5.0,853999.9999999999,3.3,99.99961358313817,12
4472,Maruti Wagon R VXI,Jaipur,2017,39867,Petrol,Manual,First,22.5,998 CC,67.04 bhp,5.0,544000.0,4.5,99.99917279411765,8
4481,Skoda Superb Style 2.0 TDI AT,Mumbai,2015,19000,Diesel,Automatic,First,18.19,1968 CC,174.5 bhp,5.0,3694000.0,15.5,99.9995804006497,10
4485,Volkswagen Vento 1.5 TDI Comfortline,Kolkata,2012,34000,Diesel,Manual,First,20.64,1498 CC,108.5 bhp,5.0,1116000.0,3.4,99.9996953405018,13
4487,Hyundai Verna VTVT 1.6 SX Option,Kochi,2016,52378,Petrol,Manual,First,17.0,1591 CC,121.3 bhp,5.0,1360000.0,7.97,99.99941397058824,9
4495,Maruti Dzire AMT ZDI Plus,Kochi,2018,64035,Diesel,Automatic,First,28.4,1248 CC,73.75 bhp,5.0,1070000.0,8.55,99.99920093457943,7
4516,Maruti Eeco 7 Seater Standard,Chennai,2016,55000,Petrol,Manual,First,15.1,1196 CC,73 bhp,7.0,487000.0,3.75,99.99922997946612,9
4523,Mitsubishi Pajero Sport 4X4,Coimbatore,2015,53497,Diesel,Manual,First,13.5,2477 CC,175.56 bhp,7.0,3460000.0,16.42,99.99952543352602,10
4527,Mercedes-Benz GLE 350d,Chennai,2016,29000,Diesel,Automatic,First,11.57,2987 CC,254.79 bhp,5.0,9279000.0,65.0,99.9992994934799,9
4532,Maruti Wagon R VXI AMT,Kolkata,2017,17000,Petrol,Automatic,First,22.5,998 CC,67 bhp,5.0,580000.0,3.95,99.99931896551725,8
4541,BMW 3 Series 320d,Mumbai,2011,51000,Diesel,Automatic,First,22.69,1995 CC,190 bhp,5.0,4787000.0,10.5,99.99978065594318,14
4551,BMW 5 Series 520d Luxury Line,Coimbatore,2011,51602,Diesel,Automatic,First,22.48,1995 CC,190 bhp,5.0,6371000.0,17.27,99.9997289279548,14
4554,BMW 3 Series Luxury Line,Pune,2016,70000,Diesel,Automatic,Second,21.76,1995 CC,190 bhp,5.0,6211000.0,27.0,99.99956528739334,9
4560,Honda Jazz V,Kochi,2017,36973,Petrol,Manual,First,18.2,1199 CC,88.7 bhp,5.0,871000.0000000001,6.8,99.9992192881745,8
4563,Maruti Wagon R VXI,Mumbai,2014,43628,Petrol,Manual,First,22.5,998 CC,67.04 bhp,5.0,561000.0,3.16,99.9994367201426,11
4570,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Chennai,2018,3300,Diesel,Automatic,First,24.3,1248 CC,88.5 bhp,5.0,1288000.0,11.5,99.99910714285714,7
4571,Maruti Alto K10 LXI,Delhi,2016,35027,Petrol,Manual,First,24.07,998 CC,67.1 bhp,5.0,391000.0,3.0,99.99923273657288,9
4590,Maruti Vitara Brezza ZDi,Bangalore,2017,45000,Diesel,Manual,First,24.3,1248 CC,88.5 bhp,5.0,1100000.0,9.75,99.99911363636363,8
4601,BMW X1 sDrive 20d xLine,Coimbatore,2019,15456,Diesel,Automatic,First,20.68,1995 CC,190 bhp,5.0,4818000.0,36.64,99.99923951847241,6
4612,Hyundai Grand i10 1.2 CRDi Asta,Kochi,2015,81828,Diesel,Manual,First,24.0,1186 CC,73.97 bhp,5.0,868000.0,5.43,99.99937442396313,10
4633,Renault KWID 1.0 RXT Optional,Jaipur,2016,26000,Petrol,Manual,First,21.7,999 CC,67 bhp,5.0,478000.0,3.0,99.99937238493723,9
4649,Honda WRV i-VTEC VX,Hyderabad,2017,15000,Petrol,Manual,First,17.5,1199 CC,88.7 bhp,5.0,1083000.0,8.9,99.99917820867961,8
4652,Volkswagen Vento 1.6 Comfortline,Kochi,2012,60818,Petrol,Manual,First,16.09,1598 CC,103.5 bhp,5.0,1105000.0,3.59,99.99967511312217,13
4680,Maruti Ertiga VDI,Pune,2016,54161,Diesel,Manual,First,25.47,1248 CC,88.50 bhp,7.0,1127000.0,7.64,99.99932209405502,9
4685,Volkswagen Vento 1.6 Comfortline,Kochi,2018,20488,Petrol,Manual,Second,16.09,1598 CC,103.5 bhp,5.0,1148000.0,7.64,99.99933449477354,7
4689,Toyota Fortuner 2.8 2WD MT,Coimbatore,2017,72668,Diesel,Manual,First,14.24,2755 CC,174.5 bhp,7.0,3717000.0,28.85,99.99922383642722,8
4695,Toyota Etios Cross 1.4L VD,Bangalore,2014,57464,Diesel,Manual,First,23.59,1364 CC,67.06 bhp,5.0,999000.0,5.75,99.99942442442442,11
4706,Toyota Innova Crysta 2.8 ZX AT,Chennai,2016,80000,Diesel,Automatic,First,11.36,2755 CC,171.5 bhp,7.0,2695000.0,19.5,99.99927643784787,9
4724,Hyundai Xcent 1.2 VTVT E,Pune,2018,40000,Petrol,Manual,First,20.14,1197 CC,81.86 bhp,5.0,671000.0,5.0,99.99925484351714,7
4728,Hyundai Verna VTVT 1.6 SX Option,Kochi,2019,12336,Petrol,Manual,First,17.0,1591 CC,121.3 bhp,5.0,1360000.0,11.88,99.99912647058824,6
4731,Nissan Micra Active XV,Pune,2018,24000,Petrol,Manual,First,19.69,1198 CC,67.04 bhp,5.0,699000.0,4.0,99.99942775393419,7
4734,Volkswagen Vento 1.5 TDI Highline,Chennai,2011,121311,Diesel,Manual,First,20.64,1498 CC,108.5 bhp,5.0,1432000.0,2.9,99.99979748603353,14
4748,Tata Tiago 1.2 Revotron XT Option,Coimbatore,2019,16698,Petrol,Manual,First,23.84,1199 CC,84 bhp,5.0,621000.0,5.85,99.9990579710145,6
4755,Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,Hyderabad,2016,52000,Diesel,Automatic,First,15.68,1999 CC,177 bhp,5.0,7448999.999999999,42.0,99.99943616592832,9
4773,Hyundai Elite i20 Sportz Plus,Kochi,2017,37460,Petrol,Manual,First,18.6,1197 CC,81.86 bhp,5.0,802999.9999999999,6.28,99.99921793275217,8
4780,Hyundai Creta 1.6 SX Option Diesel,Bangalore,2016,93000,Diesel,Manual,First,20.5,1582 CC,126.2 bhp,5.0,1918000.0,10.8,99.99943691345152,9
4788,Volvo V40 D3 R Design,Hyderabad,2015,38000,Diesel,Automatic,Second,16.8,1969 CC,150 bhp,5.0,3790000.0,24.0,99.99936675461741,10
4795,BMW 3 Series Luxury Line,Kochi,2018,21936,Diesel,Automatic,First,21.76,1995 CC,190 bhp,5.0,5867000.0,37.92,99.99935367308676,7
4807,Skoda Superb Style 1.8 TSI AT,Delhi,2013,80000,Petrol,Automatic,Second,14.67,1798 CC,177.46 bhp,5.0,3254000.0,7.25,99.99977719729564,12
4811,Mahindra Thar CRDe,Coimbatore,2017,28599,Diesel,Manual,First,16.55,2498 CC,105 bhp,6.0,1171000.0,9.66,99.99917506404783,8
4819,Datsun redi-GO T,Kolkata,2016,15000,Petrol,Manual,First,22.7,799 CC,53.64 bhp,5.0,398000.0,2.25,99.99943467336684,9
4826,Maruti Alto K10 VXI,Kochi,2015,23876,Petrol,Manual,First,24.07,998 CC,67.1 bhp,5.0,409000.0,3.46,99.99915403422982,10
4841,BMW 3 Series 320d,Hyderabad,2011,89000,Diesel,Automatic,First,22.69,1995 CC,190 bhp,5.0,4720000.0,13.95,99.99970444915253,14
4844,Maruti Wagon R VXI 1.2,Kolkata,2014,37000,Petrol,Manual,First,21.5,1197 CC,81.80 bhp,5.0,556000.0,2.8,99.99949640287768,11
4858,Audi A4 35 TDI Technology,Hyderabad,2017,14000,Diesel,Automatic,First,18.25,1968 CC,187.74 bhp,5.0,5561000.0,43.0,99.99922675777738,8
4863,Hyundai Santro D Lite,Chennai,2001,140000,Petrol,Manual,Third,20.3,1086 CC,68 bhp,5.0,455000.0,0.7,99.99984615384615,24
4873,Maruti Baleno Alpha,Chennai,2016,16000,Petrol,Manual,First,21.4,1197 CC,83.1 bhp,5.0,880000.0000000001,6.95,99.99921022727273,9
4877,Tata Nexon 1.2 Revotron XZ Plus,Coimbatore,2018,17477,Petrol,Manual,First,17.0,1198 CC,108.5 bhp,5.0,1113000.0,9.62,99.99913566936208,7
4880,Maruti Wagon R LXI,Kochi,2014,52431,Petrol,Manual,First,22.5,998 CC,67.04 bhp,5.0,459000.0,3.01,99.99934422657952,11
4887,Maruti Vitara Brezza ZDi Plus,Kochi,2018,57078,Diesel,Manual,First,24.3,1248 CC,88.5 bhp,5.0,1158000.0,10.19,99.99912003454232,7
4894,Maruti Baleno Alpha Diesel,Hyderabad,2017,24000,Diesel,Manual,First,27.39,1248 CC,74 bhp,5.0,1063000.0,8.4,99.99920978363124,8
4902,Maruti Baleno Alpha CVT,Mumbai,2018,3000,Petrol,Automatic,First,21.4,1197 CC,83.1 bhp,5.0,1030000.0000000001,8.85,99.99914077669904,7
4907,Honda City i-VTEC VX,Ahmedabad,2017,29000,Petrol,Manual,First,17.4,1497 CC,117.3 bhp,5.0,1268000.0,10.0,99.99921135646687,8
4914,Mercedes-Benz GLC 220d 4MATIC Style,Mumbai,2017,24000,Diesel,Automatic,First,17.9,2143 CC,170 bhp,5.0,5977000.0,46.95,99.99921448887402,8
4926,Hyundai Creta 1.6 SX Option Executive,Coimbatore,2018,44383,Petrol,Manual,First,15.8,1591 CC,121.3 bhp,5.0,1770000.0,13.25,99.99925141242937,7
4929,Hyundai Creta 1.6 SX,Delhi,2016,69000,Petrol,Manual,First,15.8,1591 CC,121.3 bhp,5.0,1423000.0,9.7,99.99931834153197,9
4934,Maruti Dzire AMT VDI,Coimbatore,2018,25082,Diesel,Automatic,First,28.4,1248 CC,73.75 bhp,5.0,961999.9999999999,8.37,99.99912993762993,7
4942,Audi A4 35 TDI Premium Plus,Coimbatore,2014,28469,Diesel,Automatic,First,18.25,1968 CC,187.74 bhp,5.0,5314000.0,24.37,99.99954140007527,11
4950,Ford Aspire Titanium Diesel,Kolkata,2017,60048,Diesel,Manual,First,26.1,1498 CC,99 bhp,5.0,891000.0,6.0,99.9993265993266,8
4961,Maruti Dzire AMT ZXI Plus,Coimbatore,2019,8018,Petrol,Automatic,First,22.0,1197 CC,81.80 bhp,5.0,1026000.0,8.3,99.9991910331384,6
4968,Tata Tiago AMT 1.2 Revotron XZA,Pune,2018,2000,Petrol,Automatic,First,23.84,1199 CC,83.83 bhp,5.0,694000.0,5.0,99.9992795389049,7
4973,Hyundai Verna CRDi 1.6 SX Option,Hyderabad,2008,109606,Diesel,Manual,First,22.0,1582 CC,126.2 bhp,5.0,1559000.0,2.9,99.99981398332265,17
4978,Honda Amaze V CVT Petrol,Kochi,2019,25717,Petrol,Automatic,First,19.0,1199 CC,88.76 bhp,5.0,947000.0000000001,8.86,99.99906441393875,6
4981,Honda Jazz VX,Chennai,2017,8000,Petrol,Manual,First,18.2,1199 CC,88.7 bhp,5.0,910000.0,7.9,99.99913186813187,8
4984,Hyundai Creta 1.6 SX Option Diesel,Coimbatore,2019,24864,Diesel,Manual,First,20.5,1582 CC,126.2 bhp,5.0,1918000.0,16.27,99.99915172054223,6
4988,BMW 5 Series 530d M Sport,Hyderabad,2016,27000,Diesel,Automatic,First,18.59,2993 CC,265 bhp,5.0,7831000.0,48.0,99.99938705146214,9
4989,Audi A3 35 TDI Premium Plus,Mumbai,2016,39000,Diesel,Automatic,First,20.38,1968 CC,143 bhp,5.0,4289000.0,18.9,99.99955933784098,9
4998,Volkswagen Polo 1.5 TDI Comfortline,Jaipur,2015,66000,Diesel,Manual,First,20.14,1498 CC,88 bhp,5.0,956000.0,4.91,99.99948640167364,10
5002,BMW X3 xDrive 20d xLine,Kochi,2017,36723,Diesel,Automatic,First,18.56,1995 CC,190 bhp,5.0,6476000.000000001,32.57,99.99949706609017,8
